Annee_Modele,Kilometrage,Marque,Modele,Puissance_fiscale,Type,TypeDeCarburant,prix 
2006,140 000 - 149 999,Ford,Fiesta,autre_secteur,"Voitures, Offre",Essence,45 000
hay_el_fath,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
",Offres d'emploi,"(None,)"
2014,85 000 - 89 999,Hyundai,ix 35,7 CV,"Voitures, Offre",Diesel,190 000
2004,170 000 - 179 999,Citroen,XSARA,toute_la_ville,"Voitures, Offre",Diesel,"(None,)"
centre,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",650
2002,180 000 - 189 999,Peugeot,306,7 CV,2_mars,Diesel,45 000
2015,50 000 - 54 999,Citroen,Berlingo,6 CV,hay_mohammadi,Diesel,109 000
2001,15 000 - 19 999,Hyundai,Accent,7 CV,"Voitures, Offre",Essence,28 000
2014,160 000 - 169 999,Volkswagen,Touran,ain_chock,"Voitures, Offre",Diesel,200 000
1992,0 - 4 999,Mercedes-Benz,190,8 CV,"Voitures, Offre",Diesel,"(None,)"
2007,5 000 - 9 999,Fiat,Uno,"Voitures, Offre","
",Diesel,24 000
2007,200 000 - 249 999,Dacia,Logan,"Voitures, Offre","
",Essence,46 000
1997,250 000 - 299 999,Renault,Safrane,8 CV,"Voitures, Offre",Diesel,45 000
1998,0 - 4 999,Fiat,Siena,7 CV,"Voitures, Offre",Essence,26 000
hay_chmaou,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Equipements pour enfant et bébé, Offre",1 000
2016,25 000 - 29 999,Dacia,Sandero,6 CV,"Voitures, Offre",Diesel,89 000
1992,200 000 - 249 999,Renault,R19,medina_de_rabat,"Voitures, Offre",Essence,22 000
1983,150 000 - 159 999,Peugeot,205,6 CV,"Voitures, Offre",Essence,25 000
2008,25 000 - 29 999,Renault,Kangoo,7 CV,"Voitures, Offre",Diesel,70 000
2017,5 000 - 9 999,Autres,Autres,centre_ville,"Voitures, Offre",Diesel,"(None,)"
2011,130 000 - 139 999,Citroen,C3,centre_ville,"Voitures, Offre",Diesel,750 000
2007,10 000 - 14 999,Mercedes-Benz,220,8 CV,"Voitures, Offre",Diesel,160 000
2004,170 000 - 179 999,Fiat,Palio,"Voitures, Offre","
",Diesel,38 000
2011,85 000 - 89 999,Hyundai,i 30,6 CV,"Voitures, Offre",Diesel,96 000
2005,400 000 - 449 999,Peugeot,Partner,6 CV,"Voitures, Offre",Diesel,54 000
2014,85 000 - 89 999,Dacia,Sandero,6 CV,"Voitures, Offre",Diesel,70 000
2006,200 000 - 249 999,Hyundai,Accent,ain_sebaa,"Voitures, Offre",Essence,42 000
2008,20 000 - 24 999,Renault,Kangoo,7 CV,toute_la_ville,Diesel,78 000
2017,35 000 - 39 999,Volkswagen,Caddy,6 CV,"Voitures, Offre",Diesel,190 000
2013,0 - 4 999,Citroen,Berlingo,"Voitures, Offre","
",Diesel,115 000
2003,250 000 - 299 999,Volkswagen,GOLF 4,8 CV,"Voitures, Offre",Diesel,75 000
2010,200 000 - 249 999,Peugeot,Tepee,"Voitures, Offre","
",Diesel,98 000
2010,35 000 - 39 999,Mercedes-Benz,250,8 CV,"Voitures, Offre",Diesel,51 000
2014,80 000 - 84 999,Mitsubishi,lancer,ain_chock,"Voitures, Offre",Essence,78 000
1996,5 000 - 9 999,Fiat,Uno,6 CV,"Voitures, Offre",Essence,30 000
1994,180 000 - 189 999,Peugeot,306,8 CV,bernoussi,Diesel,27 000
1992,170 000 - 179 999,Peugeot,309,7 CV,"Voitures, Offre",Essence,26 000
2017,35 000 - 39 999,Renault,Kangoo,6 CV,"Voitures, Offre",Diesel,"(None,)"
1982,130 000 - 139 999,Mercedes-Benz,240,9 CV,"Voitures, Offre",Diesel,40 000
2005,110 000 - 119 999,Volkswagen,Golf,6 CV,"Voitures, Offre",Essence,33 000
2005,300 000 - 349 999,Volkswagen,GOLF 5,ain_chock,"Voitures, Offre",Diesel,90 000
2015,80 000 - 84 999,Dacia,Dokker,"Voitures, Offre","
",Diesel,75 000
1991,20 000 - 24 999,Peugeot,205,6 CV,"Voitures, Offre",Essence,26 500
2014,130 000 - 139 999,Ford,Fiesta,6 CV,al_irfane,Diesel,100 000
2_mars,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",430
2010,160 000 - 169 999,Citroen,Berlingo,6 CV,"Voitures, Offre",Diesel,82 000
2016,15 000 - 19 999,Volkswagen,Tiguan,centre_ville,"Voitures, Offre",Diesel,"(None,)"
2008,200 000 - 249 999,Peugeot,207,marjane,"Voitures, Offre",Essence,50 000
agdal,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",430
2_mars,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",149
2015,50 000 - 54 999,Renault,Kangoo,6 CV,ain_chock,Diesel,108 000
2013,160 000 - 169 999,Peugeot,206,cil,"Voitures, Offre",Diesel,76 000
2007,0 - 4 999,Ford,Focus,7 CV,agdal,Diesel,73 000
belvedere,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",1 100
5,"120 m²
","Appartements, Offre","
","
Sauvegarder l'annonce
","
",tabriquet,1 200 000
2006,170 000 - 179 999,Honda,Accord,13 CV,"Voitures, Offre",Essence,58 000
2000,25 000 - 29 999,Renault,Laguna,7 CV,"Voitures, Offre",Diesel,47 000
1998,5 000 - 9 999,Toyota,STARLET,7 CV,"Voitures, Offre",Essence,30 000
2,"67 m²
","Appartements, Offre","
","
Sauvegarder l'annonce
","
",toute_la_ville,460 000
2008,190 000 - 199 999,Dacia,Logan,8 CV,"Voitures, Offre",Essence,51 000
2010,5 000 - 9 999,Citroen,Berlingo,"Voitures, Offre","
",Diesel,"(None,)"
2008,180 000 - 189 999,Mercedes-Benz,Classe C,8 CV,"Voitures, Offre",Diesel,175 000
1992,160 000 - 169 999,Mercedes-Benz,190,8 CV,"Voitures, Offre",Diesel,"(None,)"
2015,60 000 - 64 999,Land Rover,Range Rover,toute_la_ville,"Voitures, Offre",Diesel,"(None,)"
2004,140 000 - 149 999,Hyundai,Accent,6 CV,autre_secteur,Diesel,57 000
2001,35 000 - 39 999,Jeep,Cherokee,11 CV,el_qaria,Diesel,40 000
1991,10 000 - 14 999,Citroen,AX,5 CV,"Voitures, Offre",Essence,20 000
2009,15 000 - 19 999,Peugeot,308,6 CV,"Voitures, Offre",Diesel,78 000
1991,15 000 - 19 999,Citroen,AX,5 CV,"Voitures, Offre",Essence,20 000
el_kindi,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",899
2004,140 000 - 149 999,Toyota,Corolla,"Voitures, Offre","
",Essence,52 000
2010,130 000 - 139 999,Audi,Q5,"Voitures, Offre","
",Diesel,199 000
hay_el_majd,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
haut_agdal,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",899
2015,100 000 - 109 999,Ford,Focus,el_houda,"Voitures, Offre",Diesel,138 000
2010,110 000 - 119 999,Nissan,Qashqai,tabriquet,"Voitures, Offre",Diesel,125 000
toute_la_ville,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Accessoires informatique et Gadgets, Offre","(None,)"
2014,130 000 - 139 999,Peugeot,508,"Voitures, Offre","
",Diesel,"(None,)"
1995,350 000 - 399 999,Renault,19,toute_la_ville,"Voitures, Offre",Diesel,53 000
1999,250 000 - 299 999,Mercedes-Benz,Classe C,saada,"Voitures, Offre",Diesel,58 000
2014,70 000 - 74 999,Ford,Fiesta,"Voitures, Offre","
",Diesel,"(None,)"
2006,130 000 - 139 999,BMW,Serie 3,ain_sebaa,"Voitures, Offre",Essence,65 000
2017,15 000 - 19 999,Ford,Fiesta,saada,"Voitures, Offre",Essence,84 000
2004,160 000 - 169 999,Honda,Accord,"Voitures, Offre","
 ",Essence,"(None,)"
2003,250 000 - 299 999,Fiat,Palio,el_qaria,"Voitures, Offre",Diesel,42 000
2004,35 000 - 39 999,Fiat,Doblo,8 CV,"Voitures, Offre",Diesel,"(None,)"
2011,140 000 - 149 999,Renault,Clio,jawhara,"Voitures, Offre",Diesel,90 000
1995,350 000 - 399 999,Fiat,Uno,6 CV,"Voitures, Offre",Diesel,30 000
1994,35 000 - 39 999,Peugeot,309,8 CV,"Voitures, Offre",Diesel,33 000
2012,110 000 - 119 999,Dacia,Logan,"Voitures, Offre","
",Diesel,62 000
al_irfane,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
1993,30 000 - 34 999,Suzuki,Carry,"Voitures, Offre","
",Essence,48 000
mhamid,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",45
2009,120 000 - 129 999,Fiat,500,"Voitures, Offre","
",Essence,81 000
2013,100 000 - 109 999,Hyundai,ix 35,"Voitures, Offre","
",Diesel,"(None,)"
2005,200 000 - 249 999,Honda,Accord,bettana,"Voitures, Offre",Essence,41 000
1987,5 000 - 9 999,Peugeot,205,5 CV,"Voitures, Offre",Essence,17 000
"Pièces et Accessoires pour véhicules, Offre",,"
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
",45 000
3,"236 m²
","Appartements, Offre","
","
Sauvegarder l'annonce
","
",mers_sultan,2 500 000
2002,200 000 - 249 999,Renault,Megane,7 CV,"Voitures, Offre",Diesel,50 000
2004,250 000 - 299 999,Volkswagen,Passat,toute_la_ville,"Voitures, Offre",Diesel,82 000
2003,190 000 - 199 999,Renault,Clio,6 CV,benmsik,Diesel,50 000
2001,250 000 - 299 999,Peugeot,307,centre_ville,"Voitures, Offre",Diesel,58 000
ain_sebaa,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",200
1991,20 000 - 24 999,Mercedes-Benz,190,"Voitures, Offre","
",Diesel,52 000
2007,80 000 - 84 999,Suzuki,Maruti,5 CV,"Voitures, Offre",Essence,"(None,)"
2013,100 000 - 109 999,Volkswagen,GOLF 6,8 CV,riyad,Essence,"(None,)"
2011,110 000 - 119 999,Peugeot,308,massira,"Voitures, Offre",Diesel,94 000
2013,100 000 - 109 999,Mercedes-Benz,Classe E,9 CV,riyad,Diesel,"(None,)"
bernoussi,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",50
2014,100 000 - 109 999,Toyota,Auris,5 CV,"Voitures, Offre",Diesel,118 000
2009,130 000 - 139 999,Volkswagen,Tiguan,8 CV,riyad,Diesel,"(None,)"
1994,190 000 - 199 999,Renault,19,7 CV,abattoirs,Diesel,55 000
1990,15 000 - 19 999,Peugeot,405,7 CV,"Voitures, Offre",Diesel,3 700
2003,250 000 - 299 999,Citroen,XSARA,autre_secteur,"Voitures, Offre",Diesel,45 000
1995,0 - 4 999,Mercedes-Benz,190,41 CV,"Voitures, Offre",Diesel,157 000
2003,200 000 - 249 999,Volkswagen,Polo,8 CV,"Voitures, Offre",Diesel,55 000
1998,70 000 - 74 999,Volvo,XC90,5 CV,"Voitures, Offre",Diesel,"(None,)"
1993,45 000 - 49 999,Volkswagen,GOLF 3,8 CV,"Voitures, Offre",Diesel,48 000
2007,0 - 4 999,Toyota,Corolla,8 CV,"Voitures, Offre",Diesel,56 000
2008,250 000 - 299 999,Volkswagen,GOLF 5,hay_riad,"Voitures, Offre",Diesel,105 000
2008,130 000 - 139 999,Peugeot,Partner,daoudiate,"Voitures, Offre",Essence,64 000
hay_nahda,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",1 500
1997,250 000 - 299 999,Renault,EXPRESS,7 CV,"Voitures, Offre",Diesel,43 000
2008,160 000 - 169 999,Rover,SD1,"Voitures, Offre","
",Diesel,175 000
6,"140 m²
","Appartements, Offre","
","
Sauvegarder l'annonce
","
",marjane_2,840 000
2009,110 000 - 119 999,Renault,Megane,6 CV,"Voitures, Offre",Diesel,91 000
2010,160 000 - 169 999,Volkswagen,GOLF 6,6 CV,mesnana,Diesel,123 000
2009,140 000 - 149 999,Peugeot,308,ain_sebaa,"Voitures, Offre",Diesel,"(None,)"
2013,100 000 - 109 999,Peugeot,308,6 CV,"Voitures, Offre",Diesel,112 000
2000,200 000 - 249 999,Volkswagen,GOLF 4,8 CV,"Voitures, Offre",Diesel,70 000
2015,120 000 - 129 999,Peugeot,301,6 CV,hay_zaytoun,Diesel,"(None,)"
2013,80 000 - 84 999,Porsche,Cayenne,12 CV,mers_sultan,Diesel,430 000
2017,40 000 - 44 999,Renault,Clio,ain_sebaa,"Voitures, Offre",Diesel,119 000
2004,180 000 - 189 999,Volkswagen,Polo,6 CV,"Voitures, Offre",Diesel,77 000
2016,90 000 - 94 999,Peugeot,208,6 CV,"Voitures, Offre",Diesel,99 000
2012,120 000 - 129 999,Audi,A1,6 CV,"Voitures, Offre",Diesel,"(None,)"
2014,100 000 - 109 999,Dacia,Logan,7 CV,massira_1,Essence,53 000
2005,200 000 - 249 999,Renault,Kangoo,7 CV,"Voitures, Offre",Diesel,"(None,)"
3,"101 m²
","Appartements, Offre","
","
Sauvegarder l'annonce
","
",skikina,"(None,)"
2012,100 000 - 109 999,Hyundai,i 30,6 CV,"Voitures, Offre",Diesel,108 000
7,"120 m²
","Appartements, Offre","
","
Sauvegarder l'annonce
","
",marjane_2,820 000
1981,30 000 - 34 999,Mercedes-Benz,MB,8 CV,"Voitures, Offre",Diesel,"(None,)"
1983,15 000 - 19 999,Peugeot,205,7 CV,toute_la_ville,Diesel,27 000
2006,0 - 4 999,Renault,Kangoo,6 CV,"Voitures, Offre",Diesel,67 000
2007,70 000 - 74 999,Dacia,Logan,medina,"Voitures, Offre",Essence,54 000
2005,140 000 - 149 999,Peugeot,205,8 CV,"Voitures, Offre",Diesel,75 000
2016,10 000 - 14 999,Land Rover,Range Rover Evoque,gueliz,"Voitures, Offre",Diesel,520 000
2009,200 000 - 249 999,Volkswagen,Caddy,belle_vue,"Voitures, Offre",Diesel,11 800
1999,300 000 - 349 999,Mercedes-Benz,Classe C,9 CV,"Voitures, Offre",Diesel,67 000
3,"118 m²
","Appartements, Offre","
","
Sauvegarder l'annonce
","
",ain_amiyer,650 000
1990,450 000 - 499 999,Renault,19,7 CV,azli,Diesel,45 000
2010,110 000 - 119 999,Chevrolet,Aveo,"Voitures, Offre","
",Essence,60 000
1998,200 000 - 249 999,Toyota,Tercel,7 CV,guich_oudaya,Essence,28 000
2010,100 000 - 109 999,Kia,Sportage,maarif,"Voitures, Offre",Diesel,140 000
2001,100 000 - 109 999,Volkswagen,GOLF 4,"Voitures, Offre","
",Diesel,90 000
2016,60 000 - 64 999,Hyundai,i 10,al_kodia,"Voitures, Offre",Essence,68 000
port,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",499
1992,30 000 - 34 999,Peugeot,205,marjane_2,"Voitures, Offre",Diesel,"(None,)"
2001,30 000 - 34 999,Peugeot,307,massira_3,"Voitures, Offre",Diesel,50 000
2013,130 000 - 139 999,Ford,Focus,"Voitures, Offre","
",Diesel,"(None,)"
toute_la_ville,"-
","
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Voitures, Offre",25 000
2008,180 000 - 189 999,Volkswagen,Polo,6 CV,"Voitures, Offre",Diesel,77 000
2016,30 000 - 34 999,Kia,Sportage,gueliz,"Voitures, Offre",Diesel,205 000
1993,20 000 - 24 999,Mercedes-Benz,190,"Voitures, Offre","
",Diesel,63 000
2018,25 000 - 29 999,Peugeot,208,6 CV,hay_el_fath,Diesel,104 000
1992,35 000 - 39 999,Peugeot,205,6 CV,"Voitures, Offre",Diesel,37 000
2015,75 000 - 79 999,Peugeot,208,6 CV,"Voitures, Offre",Diesel,"(None,)"
ain_sebaa,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",1 100
2009,140 000 - 149 999,Toyota,Corolla,5 CV,bernoussi,Diesel,"(None,)"
2015,80 000 - 84 999,Fiat,Doblo,ain_sebaa,"Voitures, Offre",Diesel,79 000
2014,100 000 - 109 999,Volkswagen,Tiguan,ain_chock,"Voitures, Offre",Diesel,"(None,)"
"Pièces et Accessoires pour véhicules, Offre",,"
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
",11 000
1995,0 - 4 999,Renault,R19,"Voitures, Offre","
",Diesel,"(None,)"
2006,0 - 4 999,Peugeot,Partner,ziatene,"Voitures, Offre",Diesel,520 000
2017,95 000 - 99 999,Peugeot,208,"Voitures, Offre","
",Diesel,"(None,)"
1990,60 000 - 64 999,Peugeot,309,6 CV,"Voitures, Offre",Diesel,18 000
2013,110 000 - 119 999,Fiat,Punto,5 CV,centre_ville,Diesel,84 000
2015,140 000 - 149 999,Peugeot,301,7 CV,massira_1,Essence,71 000
2004,90 000 - 94 999,Skoda,Octavia,8 CV,"Voitures, Offre",Diesel,68 000
2003,20 000 - 24 999,Peugeot,607,"Voitures, Offre","
",Essence,50 000
2015,0 - 4 999,Honda,Accent,"Voitures, Offre","
",Diesel,"(None,)"
1996,200 000 - 249 999,Mercedes-Benz,Classe C,8 CV,"Voitures, Offre",Diesel,55 000
2001,300 000 - 349 999,Mercedes-Benz,220,9 CV,hay_qods,Diesel,"(None,)"
2011,110 000 - 119 999,Volkswagen,Polo,mimosas,"Voitures, Offre",Diesel,"(None,)"
2007,180 000 - 189 999,Citroen,C4,7 CV,"Voitures, Offre",Diesel,80 000
2003,130 000 - 139 999,Suzuki,SAMURAI,7 CV,"Voitures, Offre",Diesel,53 000
2005,140 000 - 149 999,Renault,Scenic,centre_ville,"Voitures, Offre",Diesel,85 000
2003,5 000 - 9 999,Fiat,Palio,ben_souda,"Voitures, Offre",Diesel,39 000
2008,160 000 - 169 999,Toyota,RAV 4,marjane_2,"Voitures, Offre",Diesel,115 000
2016,60 000 - 64 999,Hyundai,i 10,autre_secteur,"Voitures, Offre",Essence,73 000
2015,70 000 - 74 999,Toyota,Corolla,"Voitures, Offre","
",Diesel,145 000
1998,20 000 - 24 999,Land Rover,Defender,10 CV,toute_la_ville,Diesel,80 000
1987,65 000 - 69 999,Mercedes-Benz,250,ain_atig,"Voitures, Offre",Diesel,45 000
2010,170 000 - 179 999,Peugeot,308,6 CV,"Voitures, Offre",Diesel,82 000
2012,160 000 - 169 999,Dacia,Logan,massira,"Voitures, Offre",Diesel,72 000
"Voitures, Offre","-
","
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
",95 000
2013,120 000 - 129 999,Renault,Latitude,8 CV,riad_salam,Diesel,127 000
2010,160 000 - 169 999,Opel,Astra,8 CV,"Voitures, Offre",Essence,69 000
1986,25 000 - 29 999,Renault,R4,6 CV,"Voitures, Offre",Essence,14 000
2018,150 000 - 159 999,Volkswagen,Touran,"Voitures, Offre","
",Diesel,"(None,)"
"Camions, Offre",,"
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
","(None,)"
1988,35 000 - 39 999,Renault,R9,zone_industrielle_sidi_ghanem,"Voitures, Offre",Diesel,28 000
ancienne_medina,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
2010,Plus de 500 000,Renault,R19,7 CV,"Voitures, Offre",Diesel,47 000
2016,80 000 - 84 999,Opel,Corsa,5 CV,autre_secteur,Diesel,132 000
2013,110 000 - 119 999,Dacia,Sandero,ain_chock,"Voitures, Offre",Diesel,67 000
1999,190 000 - 199 999,Fiat,126,"Voitures, Offre","
",Essence,27 000
1993,250 000 - 299 999,Volkswagen,Jetta,"Voitures, Offre","
",Diesel,35 000
2000,0 - 4 999,Renault,Kangoo,7 CV,"Voitures, Offre",Diesel,55 000
2001,170 000 - 179 999,Citroen,XSARA,7 CV,hay_albaraka,Diesel,45 000
2010,10 000 - 14 999,Peugeot,308,ain_sebaa,"Voitures, Offre",Diesel,65 000
2007,200 000 - 249 999,Seat,Leon,"Voitures, Offre","
",Diesel,80 000
1988,35 000 - 39 999,Volkswagen,Jetta,6 CV,"Voitures, Offre",Diesel,"(None,)"
2015,100 000 - 109 999,Hyundai,ix 35,"Voitures, Offre","
",Diesel,"(None,)"
2016,130 000 - 139 999,Dacia,Dokker,6 CV,afaq,Diesel,9 300
2006,130 000 - 139 999,Chevrolet,Optra,anza,"Voitures, Offre",Essence,38 500
1994,170 000 - 179 999,Renault,Kangoo,7 CV,"Voitures, Offre",Diesel,"(None,)"
2013,130 000 - 139 999,Hyundai,i 10,toute_la_ville,"Voitures, Offre",Essence,62 000
2012,200 000 - 249 999,Mazda,3,6 CV,autre_secteur,Diesel,115 000
2014,40 000 - 44 999,Dacia,Sandero,7 CV,"Voitures, Offre",Diesel,75 000
2006,120 000 - 129 999,Peugeot,207,8 CV,"Voitures, Offre",Essence,54 000
2015,110 000 - 119 999,Renault,Clio,6 CV,"Voitures, Offre",Diesel,100 000
2016,65 000 - 69 999,Kia,Picanto,"Voitures, Offre","
",Essence,75 000
2006,190 000 - 199 999,Dacia,Logan,6 CV,"Voitures, Offre",Diesel,50 000
2017,35 000 - 39 999,Fiat,Punto,centre,"Voitures, Offre",Diesel,96 000
2008,100 000 - 109 999,Chevrolet,Epica,ain_chock,"Voitures, Offre",Essence,35 000
2008,10 000 - 14 999,Suzuki,Vitara,yacoub_el_mansour,"Voitures, Offre",Diesel,88 000
1994,150 000 - 159 999,Peugeot,205,6 CV,"Voitures, Offre",Diesel,29 000
2009,5 000 - 9 999,Dacia,Logan,8 CV,"Voitures, Offre",Essence,48 000
2000,170 000 - 179 999,Citroen,XSARA,7 CV,"Voitures, Offre",Diesel,37 000
2015,120 000 - 129 999,Seat,Leon,"Voitures, Offre","
",Diesel,185 000
2014,95 000 - 99 999,Renault,Clio,el_houda,"Voitures, Offre",Diesel,"(None,)"
2009,5 000 - 9 999,Kia,Picanto,"Voitures, Offre","
",Essence,55 000
2005,10 000 - 14 999,Peugeot,Partner,7 CV,"Voitures, Offre",Diesel,48 000
afaq,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
2007,5 000 - 9 999,Renault,19,"Voitures, Offre","
",Diesel,"(None,)"
2007,15 000 - 19 999,Citroen,Berlingo,route_de_casablanca,"Voitures, Offre",Diesel,45 000
1997,5 000 - 9 999,Fiat,Uno,"Voitures, Offre","
",Essence,31 000
2012,140 000 - 149 999,Ford,Fiesta,toute_la_ville,"Voitures, Offre",Diesel,"(None,)"
2013,120 000 - 129 999,Ford,Kuga,"Voitures, Offre","
",Diesel,"(None,)"
2014,140 000 - 149 999,Jeep,Grand Cherokee,12 CV,hay_hassani,Diesel,255 000
2019,140 000 - 149 999,Volkswagen,Caddy,toute_la_ville,"Voitures, Offre",Diesel,"(None,)"
2013,140 000 - 149 999,Dacia,Logan,6 CV,"Voitures, Offre",Diesel,"(None,)"
2015,65 000 - 69 999,Renault,Clio,ain_sebaa,"Voitures, Offre",Diesel,103 000
3,"552 m²
","Maisons et Villas, Offre","
","
Sauvegarder l'annonce
","
",monica,4 600 000
2013,75 000 - 79 999,Ford,C-Max,6 CV,hassan,Diesel,140 000
2005,250 000 - 299 999,Renault,Megane,6 CV,"Voitures, Offre",Diesel,64 000
2006,170 000 - 179 999,Citroen,C2,hay_moulay_rachid,"Voitures, Offre",Diesel,480 000
1992,200 000 - 249 999,Mercedes-Benz,190,toute_la_ville,"Voitures, Offre",Diesel,66 000
2015,60 000 - 64 999,Peugeot,208,hay_riad,"Voitures, Offre",Diesel,100 000
2017,90 000 - 94 999,Fiat,Doblo,5 CV,"Voitures, Offre",Diesel,89 000
2010,100 000 - 109 999,Fiat,Punto,"Voitures, Offre","
",Essence,63 000
2016,30 000 - 34 999,Peugeot,208,anfa,"Voitures, Offre",Diesel,90 000
2013,100 000 - 109 999,Renault,Clio,"Voitures, Offre","
",Essence,75 000
2009,150 000 - 159 999,Nissan,X-Trail,"Voitures, Offre","
",Diesel,95 000
1991,0 - 4 999,Renault,19,8 CV,"Voitures, Offre",Essence,"(None,)"
2017,85 000 - 89 999,Jeep,Cherokee,"Voitures, Offre","
",Diesel,150 000
2002,200 000 - 249 999,Fiat,Palio,"Voitures, Offre","
",Diesel,41 000
2018,10 000 - 14 999,Peugeot,208,6 CV,"Voitures, Offre",Diesel,126 000
2001,250 000 - 299 999,BMW,Serie 3,14 CV,beausejour,Essence,50 000
2013,150 000 - 159 999,Peugeot,104,"Voitures, Offre","
",Essence,65 000
1999,190 000 - 199 999,Volkswagen,Passat,8 CV,"Voitures, Offre",Diesel,67 000
2010,100 000 - 109 999,Hyundai,Accent,"Voitures, Offre","
",Essence,"(None,)"
2007,5 000 - 9 999,Renault,19,"Voitures, Offre","
",Diesel,"(None,)"
2003,140 000 - 149 999,Fiat,Palio,quartier_de_locean,"Voitures, Offre",Diesel,45 000
1984,200 000 - 249 999,Volkswagen,GOLF 2,al_fida,"Voitures, Offre",Essence,18 000
2006,200 000 - 249 999,Kia,Cerato,ben_msick,"Voitures, Offre",Diesel,52 000
1995,200 000 - 249 999,Peugeot,205,7 CV,"Voitures, Offre",Diesel,32 000
2014,5 000 - 9 999,Citroen,Nemo,6 CV,"Voitures, Offre",Diesel,66 000
2009,120 000 - 129 999,Chevrolet,Optra,9 CV,"Voitures, Offre",Essence,38 000
2003,140 000 - 149 999,Peugeot,Partner,7 CV,"Voitures, Offre",Diesel,52 000
2011,110 000 - 119 999,Mercedes-Benz,220,"Voitures, Offre","
",Diesel,250 000
1999,170 000 - 179 999,Fiat,Palio,6 CV,"Voitures, Offre",Essence,26 000
1987,Plus de 500 000,Volkswagen,GOLF 2,7 CV,"Voitures, Offre",Diesel,53 000
2011,160 000 - 169 999,Peugeot,508,8 CV,"Voitures, Offre",Diesel,125 000
2007,190 000 - 199 999,Kia,Picanto,6 CV,"Voitures, Offre",Essence,51 000
2013,150 000 - 159 999,Dacia,Duster,branes_2,"Voitures, Offre",Diesel,"(None,)"
1993,160 000 - 169 999,Mercedes-Benz,190,8 CV,"Voitures, Offre",Diesel,70 000
2013,150 000 - 159 999,Audi,A6,"Voitures, Offre","
",Diesel,"(None,)"
centre_ville,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Appareils photo et Caméras, Offre",200
2017,30 000 - 34 999,Dacia,Logan,6 CV,route_dimmouzere,Diesel,107 000
2004,10 000 - 14 999,Fiat,Doblo,8 CV,"Voitures, Offre",Diesel,60 000
1989,300 000 - 349 999,Peugeot,205,ain_chock,"Voitures, Offre",Essence,25 000
2001,25 000 - 29 999,Peugeot,306,7 CV,"Voitures, Offre",Diesel,52 000
1995,25 000 - 29 999,Renault,19,toute_la_ville,"Voitures, Offre",Diesel,45 000
1990,0 - 4 999,Renault,R19,8 CV,"Voitures, Offre",Essence,27 000
2016,130 000 - 139 999,Dacia,Dokker,6 CV,"Voitures, Offre",Diesel,90 000
toute_la_ville,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Accessoires informatique et Gadgets, Offre",100
5,"64 m²
","Appartements, Offre","
","
Sauvegarder l'annonce
","
",smaala,480 000
1994,200 000 - 249 999,Mercedes-Benz,250,al_aroui,"Voitures, Offre",Diesel,78 000
2004,200 000 - 249 999,Volkswagen,Polo,8 CV,toute_la_ville,Diesel,60 000
1997,200 000 - 249 999,Fiat,Uno,ain_chock,"Voitures, Offre",Diesel,27 000
