Annee_Modele,Kilometrage,Marque,Modele,Puissance_fiscale,Type,TypeDeCarburant,prix 
2008,150 000 - 159 999,Mercedes-Benz,ROAD STAR,souissi,"Voitures, Offre",Diesel,"(None,)"
2017,35 000 - 39 999,Fiat,500,5 CV,"Voitures, Offre",Diesel,108 000
2016,40 000 - 44 999,Ford,Fiesta,toute_la_ville,"Voitures, Offre",Diesel,115 000
2014,75 000 - 79 999,Volkswagen,Touareg,12 CV,route_dagadir__essaouira,Diesel,"(None,)"
2016,70 000 - 74 999,Jeep,Wrangler,11 CV,route_de_safi,Diesel,320 000
2011,180 000 - 189 999,Mercedes-Benz,Classe C,9 CV,medina,Diesel,"(None,)"
2014,20 000 - 24 999,Nissan,Murano,21 CV,alsace_lorraine,Essence,"(None,)"
2015,130 000 - 139 999,Land Rover,Range Rover,12 CV,alsace_lorraine,Diesel,"(None,)"
2019,0 - 4 999,Land Rover,Range Rover,12 CV,medina,Diesel,"(None,)"
2015,100 000 - 109 999,Jeep,Wrangler,11 CV,alsace_lorraine,Diesel,"(None,)"
2018,5 000 - 9 999,Land Rover,Range Rover Sport,derb_ghallef,"Voitures, Offre",Diesel,"(None,)"
2004,180 000 - 189 999,Honda,Jazz,8 CV,"Voitures, Offre",Essence,52 000
2014,70 000 - 74 999,mini,cabrio,9 CV,alsace_lorraine,Essence,"(None,)"
2017,75 000 - 79 999,Land Rover,Range Rover Evoque,8 CV,hay_el_fath,Diesel,"(None,)"
2007,160 000 - 169 999,Citroen,C5,6 CV,medina_de_rabat,Diesel,68 000
2016,55 000 - 59 999,Land Rover,Range Rover Sport,derb_ghallef,"Voitures, Offre",Diesel,"(None,)"
2,"82 m²
","Locations de vacances, Offre de location","
","
Sauvegarder l'annonce
","
",la_belle_vue,300
2014,95 000 - 99 999,Audi,A3,"Voitures, Offre","
",Diesel,210 000
2003,250 000 - 299 999,Peugeot,307,6 CV,"Voitures, Offre",Diesel,56 000
2010,160 000 - 169 999,Renault,Kangoo,6 CV,"Voitures, Offre",Diesel,83 000
2001,15 000 - 19 999,Fiat,Uno,6 CV,"Voitures, Offre",Essence,2 800
belkhiat,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
7,"620 m²
","Bureaux et Plateaux, Offre de location","
","
Sauvegarder l'annonce
","
",hassan,75 000
1997,0 - 4 999,Mercedes-Benz,250,4 CV,"Voitures, Offre",Diesel,50 000
2006,170 000 - 179 999,Kia,Cerato,8 CV,"Voitures, Offre",Diesel,49 000
2017,70 000 - 74 999,Renault,Kadjar,"Voitures, Offre","
",Diesel,"(None,)"
2012,100 000 - 109 999,BMW,X5,12 CV,centre,Diesel,250 000
2_mars,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Electroménager et Vaisselles, Offre",750
1988,95 000 - 99 999,Mercedes-Benz,250,8 CV,benmsik,Diesel,60 000
1996,0 - 4 999,Fiat,Uno,7 CV,"Voitures, Offre",Diesel,30 000
2014,85 000 - 89 999,Volkswagen,PASSAT CC,8 CV,ain_chock,Diesel,"(None,)"
2011,130 000 - 139 999,Nissan,Qashqai,6 CV,"Voitures, Offre",Diesel,123 000
2009,0 - 4 999,Toyota,RAV 4,9 CV,"Voitures, Offre",Diesel,88 000
2016,70 000 - 74 999,Volkswagen,Caddy,6 CV,"Voitures, Offre",Diesel,138 000
2004,160 000 - 169 999,Peugeot,Partner,7 CV,"Voitures, Offre",Diesel,45 000
"Voitures, Offre","-
","
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
",40 000
2006,200 000 - 249 999,BMW,Serie 5,12 CV,hay_houda,Essence,78 000
2008,200 000 - 249 999,BMW,X6,12 CV,"Voitures, Offre",Diesel,180 000
2010,160 000 - 169 999,Dacia,Sandero,"Voitures, Offre","
",Diesel,70 000
2007,65 000 - 69 999,Kia,Picanto,4 CV,"Voitures, Offre",Essence,62 000
2012,130 000 - 139 999,Mitsubishi,lancer,8 CV,palmier,Diesel,95 000
2010,15 000 - 19 999,Ford,Focus,sidi_maarouf,"Voitures, Offre",Diesel,88 000
2017,100 000 - 109 999,Dacia,Logan,7 CV,hamria,Essence,"(None,)"
"Voitures, Offre","-
","
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
",15 000
2007,170 000 - 179 999,BMW,Serie 3,8 CV,oulfa,Diesel,95 000
2003,5 000 - 9 999,Renault,Megane,"Voitures, Offre","
",Diesel,58 000
2010,140 000 - 149 999,BMW,X6,12 CV,centre,Diesel,240 000
2009,95 000 - 99 999,Opel,Astra,8 CV,val_fleuri,Essence,82 000
2014,75 000 - 79 999,Audi,Q3,8 CV,route_de_safi,Diesel,"(None,)"
2015,90 000 - 94 999,Fiat,Doblo,5 CV,hay_el_fath,Diesel,90 000
2006,300 000 - 349 999,Toyota,Corolla,8 CV,"Voitures, Offre",Diesel,67 000
2009,160 000 - 169 999,Dacia,Logan,6 CV,"Voitures, Offre",Diesel,65 000
"Pièces et Accessoires pour véhicules, Offre",,"
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
",80
2010,70 000 - 74 999,Dacia,Sandero,sidi_bernoussi,"Voitures, Offre",Essence,"(None,)"
1,"52 m²
","Appartements, Offre de location","
","
Sauvegarder l'annonce
","
",toute_la_ville,1 350
2012,100 000 - 109 999,Fiat,500C,7 CV,souani,Essence,98 000
2002,60 000 - 64 999,Peugeot,Partner,7 CV,narjis,Diesel,67 000
2003,190 000 - 199 999,Mercedes-Benz,Classe E,9 CV,souani,Diesel,104 000
2015,45 000 - 49 999,Kia,Picanto,6 CV,hamria,Essence,"(None,)"
2016,35 000 - 39 999,Ford,Transit,9 CV,ben_msick,Diesel,"(None,)"
1984,170 000 - 179 999,Peugeot,205,7 CV,"Voitures, Offre",Diesel,27 000
1991,150 000 - 159 999,Renault,19,"Voitures, Offre","
",Essence,25 000
2017,95 000 - 99 999,Peugeot,Tepee,6 CV,souani,Diesel,138 000
2014,10 000 - 14 999,Peugeot,308,sidi_bernoussi,"Voitures, Offre",Diesel,130 000
2013,110 000 - 119 999,Dacia,Sandero,6 CV,"Voitures, Offre",Diesel,92 000
2013,90 000 - 94 999,Ford,Kuga,8 CV,souani,Diesel,194 000
2008,120 000 - 129 999,Volkswagen,Polo,8 CV,souani,Essence,78 000
2008,170 000 - 179 999,Renault,Scenic,7 CV,souani,Diesel,94 000
2016,45 000 - 49 999,Nissan,Juke,6 CV,autre_secteur,Diesel,155 000
2010,130 000 - 139 999,Honda,Accord,13 CV,sidi_maarouf,Essence,99 000
2002,60 000 - 64 999,Peugeot,607,"Voitures, Offre","
",Essence,30 000
2000,200 000 - 249 999,Mercedes-Benz,Classe E,9 CV,souani,Diesel,68 000
2008,250 000 - 299 999,Renault,Laguna,8 CV,souani,Diesel,83 000
2016,100 000 - 109 999,Renault,Master,hassan,"Voitures, Offre",Diesel,"(None,)"
2016,40 000 - 44 999,lancia,other,21 CV,alsace_lorraine,Essence,"(None,)"
2015,110 000 - 119 999,Dacia,Sandero,6 CV,souani,Diesel,82 000
2017,25 000 - 29 999,Peugeot,208,6 CV,souani,Diesel,137 000
2015,95 000 - 99 999,Toyota,Auris,5 CV,souani,Diesel,134 000
2009,190 000 - 199 999,Citroen,C5,8 CV,souani,Diesel,98 000
1980 ou plus ancien,55 000 - 59 999,Mercedes-Benz,240,8 CV,"Voitures, Offre",Diesel,16 000
2009,200 000 - 249 999,Peugeot,Tepee,6 CV,souani,Diesel,89 000
2014,110 000 - 119 999,Peugeot,301,6 CV,souani,Diesel,98 000
2011,180 000 - 189 999,Audi,Q5,"Voitures, Offre","
",Diesel,240 000
2003,5 000 - 9 999,Renault,Megane,"Voitures, Offre","
",Diesel,58 000
2018,0 - 4 999,Fiat,500,7 CV,souani,Essence,134 000
2012,180 000 - 189 999,Audi,Q5,8 CV,hay_qods,Diesel,"(None,)"
2011,140 000 - 149 999,Renault,Clio,6 CV,souani,Diesel,94 000
2014,85 000 - 89 999,Mercedes-Benz,Classe C,9 CV,souani,Diesel,398 000
2012,190 000 - 199 999,Toyota,VERSO,8 CV,souani,Diesel,118 000
2012,45 000 - 49 999,Peugeot,207,6 CV,autre_secteur,Diesel,97 000
2017,50 000 - 54 999,Dacia,Sandero,"Voitures, Offre","
",Essence,75 000
2014,75 000 - 79 999,Peugeot,Tepee,6 CV,souani,Diesel,128 000
2015,120 000 - 129 999,Dacia,Duster,6 CV,souani,Diesel,124 000
2015,95 000 - 99 999,Toyota,Yaris,6 CV,souani,Essence,88 000
2014,110 000 - 119 999,Citroen,Berlingo,6 CV,souani,Diesel,114 000
1986,250 000 - 299 999,Peugeot,205,6 CV,sidi_hajji,Essence,18 000
2010,0 - 4 999,Peugeot,Boxer,9 CV,"Voitures, Offre",Diesel,155 000
2016,45 000 - 49 999,Citroen,C4,6 CV,souani,Diesel,143 000
2010,100 000 - 109 999,Audi,A3,8 CV,souani,Diesel,138 000
2012,100 000 - 109 999,Citroen,DS3,6 CV,souani,Diesel,123 000
2005,120 000 - 129 999,Kia,Optima,2_mars,"Voitures, Offre",Essence,25 000
1992,50 000 - 54 999,Renault,R4,6 CV,"Voitures, Offre",Essence,16 000
1994,400 000 - 449 999,Mercedes-Benz,250,10 CV,belvedere,Diesel,60 000
2013,150 000 - 159 999,Dacia,Duster,6 CV,draoua,Diesel,106 000
2010,130 000 - 139 999,Fiat,Punto,7 CV,"Voitures, Offre",Essence,55 000
2007,130 000 - 139 999,BMW,Serie 3,17 CV,alsace_lorraine,Essence,"(None,)"
2009,130 000 - 139 999,Citroen,C3,"Voitures, Offre","
",Diesel,"(None,)"
2011,120 000 - 129 999,Dacia,Sandero,6 CV,"Voitures, Offre",Diesel,68 000
2012,200 000 - 249 999,Audi,Q7,12 CV,"Voitures, Offre",Diesel,"(None,)"
2010,350 000 - 399 999,Volkswagen,GOLF 4,8 CV,"Voitures, Offre",Diesel,67 500
2001,200 000 - 249 999,Peugeot,307,centre_ville,"Voitures, Offre",Diesel,56 000
2018,5 000 - 9 999,Seat,Leon,"Voitures, Offre","
",Diesel,"(None,)"
1991,190 000 - 199 999,Mercedes-Benz,190,azli,"Voitures, Offre",Diesel,58 000
ain_sebaa,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Equipements pour enfant et bébé, Offre",100
2017,50 000 - 54 999,Kia,Picanto,6 CV,hamria,Essence,"(None,)"
2009,150 000 - 159 999,Dacia,Logan,narjis,"Voitures, Offre",Essence,53 000
2015,65 000 - 69 999,Maserati,other,12 CV,anfa,Diesel,498 000
2001,170 000 - 179 999,Audi,A4,10 CV,ain_sebaa,Essence,47 000
2015,80 000 - 84 999,Dacia,Dokker,6 CV,"Voitures, Offre",Diesel,93 000
2015,95 000 - 99 999,Dacia,Dokker,6 CV,"Voitures, Offre",Diesel,85 000
2015,95 000 - 99 999,Toyota,Yaris,5 CV,souani,Diesel,105 000
2005,5 000 - 9 999,Volkswagen,Passat,8 CV,massira_1,Diesel,72 000
2013,85 000 - 89 999,Renault,Clio,6 CV,sidi_maarouf,Diesel,100 800
1994,350 000 - 399 999,Mitsubishi,pajero,9 CV,"Voitures, Offre",Diesel,80 000
1995,180 000 - 189 999,Peugeot,405,8 CV,hamria,Diesel,"(None,)"
2008,130 000 - 139 999,Kia,Picanto,6 CV,"Voitures, Offre",Essence,"(None,)"
2008,10 000 - 14 999,Rover,25,8 CV,"Voitures, Offre",Diesel,75 000
2006,200 000 - 249 999,Renault,Kangoo,7 CV,"Voitures, Offre",Diesel,65 000
2001,20 000 - 24 999,Volkswagen,GOLF 4,toute_la_ville,"Voitures, Offre",Diesel,72 000
2018,40 000 - 44 999,Renault,Clio,6 CV,iberie,Diesel,139 000
2012,140 000 - 149 999,Land Rover,Range Rover,"Voitures, Offre","
",Diesel,"(None,)"
2011,160 000 - 169 999,Dacia,Logan,6 CV,"Voitures, Offre",Diesel,68 000
2018,35 000 - 39 999,Dacia,Duster,6 CV,"Voitures, Offre",Diesel,"(None,)"
2015,60 000 - 64 999,Hyundai,Grand i10,6 CV,centre_ville,Essence,80 000
2015,80 000 - 84 999,Dacia,Sandero,6 CV,"Voitures, Offre",Diesel,97 000
1992,0 - 4 999,Renault,19,8 CV,"Voitures, Offre",Essence,27 000
2014,100 000 - 109 999,Dacia,Sandero,6 CV,"Voitures, Offre",Diesel,104 000
2005,250 000 - 299 999,Ford,Mondeo,8 CV,autre_secteur,Diesel,60 000
2002,110 000 - 119 999,Renault,Clio,"Voitures, Offre","
",Essence,46 000
2011,5 000 - 9 999,Renault,Kangoo,"Voitures, Offre","
",Diesel,78 000
1994,200 000 - 249 999,Renault,19,7 CV,"Voitures, Offre",Diesel,48 000
1996,140 000 - 149 999,Fiat,Uno,6 CV,"Voitures, Offre",Diesel,2 700
2019,30 000 - 34 999,Mercedes-Benz,190,8 CV,"Voitures, Offre",Diesel,70 000
2005,200 000 - 249 999,Toyota,Corolla,8 CV,"Voitures, Offre",Essence,58 000
2009,160 000 - 169 999,Alfa Romeo,159,8 CV,"Voitures, Offre",Diesel,160 000
2016,110 000 - 119 999,Citroen,Berlingo,6 CV,"Voitures, Offre",Diesel,135 000
2007,190 000 - 199 999,Mercedes-Benz,Classe S,"Voitures, Offre","
",Diesel,"(None,)"
2014,65 000 - 69 999,Suzuki,SPLASH,6 CV,marjane,Essence,"(None,)"
2003,250 000 - 299 999,Renault,Laguna,7 CV,toute_la_ville,Diesel,60 000
2007,170 000 - 179 999,Fiat,Punto,7 CV,guich_oudaya,Essence,53 000
2015,85 000 - 89 999,Hyundai,i 30,"Voitures, Offre","
",Diesel,142 000
"Voitures, Offre","-
","
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
",98 000
2007,15 000 - 19 999,Renault,Scenic,6 CV,"Voitures, Offre",Diesel,80 000
2007,95 000 - 99 999,Suzuki,Maruti,hamria,"Voitures, Offre",Essence,"(None,)"
2015,90 000 - 94 999,Hyundai,ix 35,7 CV,"Voitures, Offre",Diesel,178 000
2018,40 000 - 44 999,Volkswagen,GOLF 7,8 CV,iberie,Diesel,265 000
2012,100 000 - 109 999,Ford,Focus,"Voitures, Offre","
",Diesel,125 000
2014,90 000 - 94 999,BMW,Serie 3,6 CV,hay_riad,Diesel,"(None,)"
2015,70 000 - 74 999,Renault,Clio,6 CV,centre_ville,Diesel,104 000
2019,0 - 4 999,Volkswagen,Tiguan,8 CV,"Voitures, Offre",Diesel,"(None,)"
2016,20 000 - 24 999,Hyundai,i 10,6 CV,hamria,Essence,"(None,)"
2007,150 000 - 159 999,Volkswagen,GOLF 5,10 CV,"Voitures, Offre",Essence,85 000
wafa,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",150
1985,85 000 - 89 999,Renault,R5,5 CV,toute_la_ville,Essence,"(None,)"
2013,65 000 - 69 999,Renault,Kangoo,toute_la_ville,"Voitures, Offre",Diesel,"(None,)"
1984,300 000 - 349 999,Peugeot,205,7 CV,sbata,Diesel,38 000
2006,200 000 - 249 999,Renault,Kangoo,7 CV,al_qods,Diesel,65 000
2015,80 000 - 84 999,Volkswagen,Polo,6 CV,centre_ville,Essence,98 000
2010,100 000 - 109 999,Mercedes-Benz,Classe E,12 CV,maarif,Diesel,200 000
2007,170 000 - 179 999,Honda,Jazz,8 CV,"Voitures, Offre",Essence,59 000
2,"104 m²
","Locations de vacances, Offre de location","
","
Sauvegarder l'annonce
","
",ville_nouvelle,700
2017,15 000 - 19 999,Renault,Clio,6 CV,hassan,Diesel,135 000
2008,200 000 - 249 999,Renault,Kangoo,7 CV,"Voitures, Offre",Diesel,70 000
2011,100 000 - 109 999,Honda,CR-V,8 CV,centre_ville,Diesel,127 000
2003,20 000 - 24 999,Volkswagen,GOLF 4,8 CV,hay_al_farah,Diesel,90 000
2011,40 000 - 44 999,Suzuki,Celerio,5 CV,"Voitures, Offre",Essence,47 000
2013,75 000 - 79 999,Hyundai,i 10,6 CV,"Voitures, Offre",Essence,65 000
2009,140 000 - 149 999,Honda,CR-V,8 CV,autre_secteur,Diesel,"(None,)"
2015,15 000 - 19 999,Ford,Fiesta,centre_ville,"Voitures, Offre",Diesel,80 000
2016,60 000 - 64 999,Audi,Q7,12 CV,maarif,Diesel,"(None,)"
2016,60 000 - 64 999,Peugeot,208,6 CV,"Voitures, Offre",Diesel,"(None,)"
1988,120 000 - 129 999,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Motos, Offre",19 000
2014,85 000 - 89 999,Renault,Clio,6 CV,"Voitures, Offre",Diesel,99 000
2015,100 000 - 109 999,Peugeot,508,"Voitures, Offre","
",Diesel,"(None,)"
2004,200 000 - 249 999,Fiat,Siena,"Voitures, Offre","
",Diesel,"(None,)"
2003,200 000 - 249 999,Mercedes-Benz,Classe S,"Voitures, Offre","
",Diesel,"(None,)"
2007,180 000 - 189 999,Peugeot,407,toute_la_ville,"Voitures, Offre",Essence,33 000
2007,0 - 4 999,Toyota,Corolla,8 CV,"Voitures, Offre",Diesel,70 000
2017,55 000 - 59 999,Ford,Fiesta,7 CV,"Voitures, Offre",Essence,90 000
2014,70 000 - 74 999,Citroen,Nemo,7 CV,"Voitures, Offre",Diesel,62 000
2009,180 000 - 189 999,Peugeot,207,centre_ville,"Voitures, Offre",Diesel,72 000
2015,100 000 - 109 999,Volkswagen,Tiguan,toute_la_ville,"Voitures, Offre",Diesel,"(None,)"
2016,110 000 - 119 999,Ssangyong,Korando,8 CV,ben_souda,Diesel,"(None,)"
2007,200 000 - 249 999,BMW,Serie 5,12 CV,"Voitures, Offre",Diesel,160 000
2004,95 000 - 99 999,Mercedes-Benz,Classe C,"Voitures, Offre","
",Diesel,"(None,)"
2005,200 000 - 249 999,Toyota,Corolla,8 CV,"Voitures, Offre",Diesel,"(None,)"
2010,170 000 - 179 999,Peugeot,407,11 CV,centre,Essence,48 000
2016,70 000 - 74 999,Porsche,other,derb_ghallef,"Voitures, Offre",Diesel,"(None,)"
2010,180 000 - 189 999,Peugeot,308,"Voitures, Offre","
",Diesel,"(None,)"
1999,10 000 - 14 999,Fiat,Uno,zerhounia,"Voitures, Offre",Essence,23 000
2003,200 000 - 249 999,Renault,Laguna,7 CV,"Voitures, Offre",Diesel,66 000
2017,25 000 - 29 999,Citroen,C-ELYSEE,6 CV,autre_secteur,Diesel,128 000
1999,200 000 - 249 999,Peugeot,206,"Voitures, Offre","
",Essence,36 000
2017,45 000 - 49 999,Citroen,C4 CACTUS,6 CV,"Voitures, Offre",Diesel,169 000
2002,120 000 - 129 999,Citroen,Berlingo,belvedere,"Voitures, Offre",Diesel,53 000
2015,120 000 - 129 999,Renault,Fluence,ain_chock,"Voitures, Offre",Diesel,116 000
2010,110 000 - 119 999,Peugeot,206,anfa,"Voitures, Offre",Diesel,68 000
2008,180 000 - 189 999,Volkswagen,GOLF 5,8 CV,le_centreville,Diesel,"(None,)"
2013,120 000 - 129 999,Skoda,Octavia,les_amicales,"Voitures, Offre",Diesel,"(None,)"
1998,350 000 - 399 999,Honda,Civic,9 CV,"Voitures, Offre",Essence,38 000
2014,10 000 - 14 999,Hyundai,i 10,massira,"Voitures, Offre",Essence,67 000
2006,25 000 - 29 999,Suzuki,Maruti,5 CV,"Voitures, Offre",Essence,26 000
2019,0 - 4 999,BMW,other,8 CV,hay_el_fath,Diesel,"(None,)"
2011,95 000 - 99 999,Volkswagen,Touareg,anfa,"Voitures, Offre",Diesel,175 000
2011,120 000 - 129 999,Dacia,Duster,"Voitures, Offre","
",Diesel,97 000
2003,170 000 - 179 999,Suzuki,Grand Vitara,6 CV,route_de_meknes,Essence,55 000
2010,190 000 - 199 999,Volkswagen,GOLF 6,6 CV,"Voitures, Offre",Diesel,133 000
2007,170 000 - 179 999,Audi,Q7,11 CV,"Voitures, Offre",Diesel,121 000
2007,0 - 4 999,Dacia,Logan,6 CV,"Voitures, Offre",Diesel,52 000
hay_saada,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Services, Offre",300
2011,350 000 - 399 999,Mercedes-Benz,250,"Voitures, Offre","
",Diesel,"(None,)"
2016,0 - 4 999,Peugeot,Tepee,6 CV,ain_chock,Diesel,125 000
1992,30 000 - 34 999,Peugeot,205,7 CV,"Voitures, Offre",Diesel,32 000
2013,170 000 - 179 999,Renault,Master,9 CV,"Voitures, Offre",Diesel,"(None,)"
2010,150 000 - 159 999,Opel,Insignia,10 CV,"Voitures, Offre",Essence,75 000
2013,170 000 - 179 999,Peugeot,508,6 CV,ouled_oujih,Diesel,"(None,)"
2007,200 000 - 249 999,Land Rover,Range Rover Sport,12 CV,ouled_oujih,Diesel,"(None,)"
2011,35 000 - 39 999,Dacia,Logan,7 CV,"Voitures, Offre",Diesel,48 000
2005,190 000 - 199 999,Toyota,RAV 4,8 CV,centre_ville,Diesel,88 000
2007,150 000 - 159 999,Nissan,Micra,8 CV,"Voitures, Offre",Essence,"(None,)"
2016,45 000 - 49 999,Renault,Kadjar,ain_sebaa,"Voitures, Offre",Diesel,192 000
2011,200 000 - 249 999,Dacia,Logan,6 CV,agdal,Diesel,66 000
2008,95 000 - 99 999,Honda,Civic,9 CV,"Voitures, Offre",Essence,69 000
2014,60 000 - 64 999,Maserati,other,11 CV,centre_ville,Diesel,410 000
2010,140 000 - 149 999,Ford,Fiesta,6 CV,"Voitures, Offre",Diesel,77 000
2003,200 000 - 249 999,Mercedes-Benz,270,11 CV,"Voitures, Offre",Diesel,"(None,)"
2014,85 000 - 89 999,Volkswagen,CC,"Voitures, Offre","
",Diesel,"(None,)"
2007,60 000 - 64 999,Suzuki,Maruti,"Voitures, Offre","
",Essence,25 000
2016,140 000 - 149 999,mini,cooper,6 CV,"Voitures, Offre",Diesel,108 000
1996,55 000 - 59 999,Fiat,Uno,6 CV,"Voitures, Offre",Essence,25 000
2004,170 000 - 179 999,Toyota,LEXUS,17 CV,route_de_safi,Essence,98 000
4,"4044 m²
","Maisons et Villas, Offre","
","
Sauvegarder l'annonce
","
",route_dourika,4 800 000
2001,35 000 - 39 999,Suzuki,BALENO,9 CV,"Voitures, Offre",Diesel,"(None,)"
2010,95 000 - 99 999,Citroen,C4,6 CV,"Voitures, Offre",Diesel,"(None,)"
1989,25 000 - 29 999,Fiat,Uno,6 CV,cgi,Essence,"(None,)"
2005,250 000 - 299 999,Mercedes-Benz,Classe C,9 CV,medina,Diesel,"(None,)"
2011,190 000 - 199 999,Peugeot,508,oulfa,"Voitures, Offre",Diesel,125 000
2013,95 000 - 99 999,Toyota,Corolla,5 CV,maarif,Diesel,108 000
1993,170 000 - 179 999,Mercedes-Benz,190,8 CV,"Voitures, Offre",Diesel,76 000
2016,100 000 - 109 999,Dacia,Logan,"Voitures, Offre","
",Diesel,"(None,)"
2015,100 000 - 109 999,Ford,Kuga,7 CV,"Voitures, Offre",Diesel,106 000
2017,30 000 - 34 999,Ford,Fusion,8 CV,autre_secteur,Diesel,210 000
2012,190 000 - 199 999,Volkswagen,Tiguan,8 CV,"Voitures, Offre",Diesel,"(None,)"
2012,180 000 - 189 999,Volkswagen,Touran,8 CV,centre,Diesel,185 000
1981,Plus de 500 000,Mercedes-Benz,240,10 CV,massira,Diesel,18 000
1997,20 000 - 24 999,Volkswagen,GOLF 2,7 CV,"Voitures, Offre",Diesel,37 000
hay_nahda,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",1 500
2006,150 000 - 159 999,Kia,Picanto,centre_ville,"Voitures, Offre",Essence,48 000
2007,110 000 - 119 999,Mazda,3,"Voitures, Offre","
",Diesel,63 000
1987,250 000 - 299 999,Peugeot,309,6 CV,"Voitures, Offre",Essence,24 000
2005,190 000 - 199 999,Citroen,C4,6 CV,"Voitures, Offre",Diesel,72 000
2013,75 000 - 79 999,Dacia,Sandero,6 CV,toute_la_ville,Diesel,"(None,)"
2018,20 000 - 24 999,Nissan,Micra,6 CV,"Voitures, Offre",Diesel,"(None,)"
2011,0 - 4 999,Hyundai,ix 35,yacoub_el_mansour,"Voitures, Offre",Diesel,150 000
2015,40 000 - 44 999,Hyundai,Accent,6 CV,hassan,Diesel,127 000
2014,80 000 - 84 999,Volkswagen,SHARAN,8 CV,autre_secteur,Diesel,"(None,)"
2003,140 000 - 149 999,Daewoo,Matiz,5 CV,sbata,Essence,25 000
2016,70 000 - 74 999,Peugeot,508,8 CV,hay_el_fath,Diesel,"(None,)"
medina_de_rabat,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Accessoires informatique et Gadgets, Offre",799
2015,110 000 - 119 999,Peugeot,308,"Voitures, Offre","
",Diesel,"(None,)"
2015,75 000 - 79 999,Ford,Focus,6 CV,agdal,Diesel,157 000
2011,110 000 - 119 999,Seat,Ibiza,8 CV,"Voitures, Offre",Essence,70 000
2014,90 000 - 94 999,Ford,Fiesta,tilila,"Voitures, Offre",Diesel,"(None,)"
2014,120 000 - 129 999,Dacia,Duster,6 CV,"Voitures, Offre",Diesel,118 000
2004,25 000 - 29 999,Dacia,Logan,6 CV,"Voitures, Offre",Diesel,48 000
2010,170 000 - 179 999,Volkswagen,Tiguan,8 CV,"Voitures, Offre",Diesel,162 000
2015,140 000 - 149 999,Dacia,Logan,6 CV,alsace_lorraine,Diesel,"(None,)"
2015,60 000 - 64 999,Renault,CAPTUR,6 CV,route_de_safi,Diesel,145 000
medina,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",899
2012,100 000 - 109 999,Skoda,Octavia,8 CV,hay_salam,Diesel,"(None,)"
2000,140 000 - 149 999,Volkswagen,GOLF 4,8 CV,"Voitures, Offre",Diesel,"(None,)"
2016,65 000 - 69 999,Hyundai,i 30,6 CV,"Voitures, Offre",Diesel,158 000
2016,20 000 - 24 999,Dacia,Logan,6 CV,hassan,Diesel,98 000
2004,200 000 - 249 999,Peugeot,406,8 CV,"Voitures, Offre",Diesel,55 000
1980 ou plus ancien,110 000 - 119 999,Mercedes-Benz,Classe SL,16 CV,les_ambassadeurs,Essence,"(None,)"
2004,200 000 - 249 999,Mercedes-Benz,220,9 CV,ouled_oujih,Diesel,"(None,)"
2004,200 000 - 249 999,Nissan,Sunny,autre_secteur,"Voitures, Offre",Essence,"(None,)"
2012,180 000 - 189 999,Volkswagen,GOLF 6,belvedere,"Voitures, Offre",Diesel,135 000
ain_chock,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
ain_chock,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
1987,35 000 - 39 999,Renault,R21,8 CV,"Voitures, Offre",Diesel,14 000
2008,90 000 - 94 999,Kia,Picanto,"Voitures, Offre","
",Essence,48 000
1989,250 000 - 299 999,Volkswagen,Jetta,6 CV,"Voitures, Offre",Diesel,33 000
2009,200 000 - 249 999,Renault,Kangoo,ain_atig,"Voitures, Offre",Diesel,70 000
2007,200 000 - 249 999,Mercedes-Benz,Classe C,9 CV,azib_haj_kaddour,Diesel,145 000
2008,140 000 - 149 999,Volkswagen,GOLF 5,8 CV,centre_ville,Diesel,79 000
2015,150 000 - 159 999,Volkswagen,Touran,toute_la_ville,"Voitures, Offre",Diesel,222 000
2010,140 000 - 149 999,Renault,Megane,7 CV,"Voitures, Offre",Diesel,"(None,)"
2017,25 000 - 29 999,Hyundai,Accent,6 CV,"Voitures, Offre",Diesel,115 000
2013,120 000 - 129 999,Dacia,Logan,6 CV,"Voitures, Offre",Diesel,30 999
2014,120 000 - 129 999,Renault,Fluence,"Voitures, Offre","
",Diesel,"(None,)"
2007,150 000 - 159 999,Kia,Sorento,10 CV,"Voitures, Offre",Diesel,92 000
